id,description,gender,age,country,mood,product_fit
281,"tonka bean, smoky spice, orange peel",unisex,50,Pakistan,fresh,Laundry Fresh (Ariel/Tide)
282,"ocean breeze, basil, jasmine",male,74,Spain,fresh,Fresh Menthol Shampoo (Head & Shoulders)
283,"baby powder, lemon zest, smoky spice",male,68,Singapore,fresh,Dishwashing Fresh Lemon (Fairy)
284,"smoky spice, baby powder, green tea",female,52,Canada,sporty,Baby Care (Pampers)
285,"baby powder, rosemary, orange peel",unisex,49,South Korea,calming,Laundry Fresh (Ariel/Tide)
286,"mandarin, icy mint, lemongrass",unisex,70,Egypt,energising,Dishwashing Fresh Lemon (Fairy)
287,"mint herb, caramel, grapefruit",male,73,Indonesia,fresh,Laundry Fresh (Ariel/Tide)
288,"soft cotton, smoky spice, orchid",male,26,Brazil,sporty,Baby Care (Pampers)
289,"thyme, cedarwood, sugar musk",male,25,Indonesia,calming,Men’s Grooming (Gillette)
290,"white musk, cedarwood, coconut cream",male,28,Spain,energising,Baby Care (Pampers)
291,"mint herb, green tea, lemon zest",unisex,36,Spain,fresh,Dishwashing Fresh Lemon (Fairy)
292,"sugar musk, amberwood, bergamot",female,27,Australia,warm,Laundry Fresh (Ariel/Tide)
293,"vetiver, lemongrass, fresh linen",female,39,United Kingdom,energising,Fresh Menthol Shampoo (Head & Shoulders)
294,"amberwood, icy mint, basil",unisex,34,Saudi Arabia,calming,Fresh Menthol Shampoo (Head & Shoulders)
295,"white musk, cedarwood, thyme",male,35,Canada,calming,Baby Care (Pampers)
296,"sage, lime, cedarwood",unisex,62,New Zealand,calming,Dishwashing Fresh Lemon (Fairy)
297,"basil, smoky spice, fresh linen",male,54,Vietnam,gentle,Fresh Menthol Shampoo (Head & Shoulders)
298,"amberwood, chamomile, clean eucalyptus",female,62,France,warm,Fresh Menthol Shampoo (Head & Shoulders)
299,"coconut cream, jasmine, ocean breeze",female,22,Singapore,gentle,Fresh Menthol Shampoo (Head & Shoulders)
300,"basil, vetiver, icy mint",male,20,Bangladesh,sporty,Fresh Menthol Shampoo (Head & Shoulders)
301,"mint herb, sugar musk, icy mint",unisex,57,Indonesia,fresh,Fresh Menthol Shampoo (Head & Shoulders)
302,"tonka bean, vetiver, bergamot",female,31,Philippines,fresh,Laundry Fresh (Ariel/Tide)
303,"soft cotton, lime, rose petals",male,73,Indonesia,fresh,Dishwashing Fresh Lemon (Fairy)
304,"clean eucalyptus, lemon zest, sandalwood",female,51,UAE,calming,Dishwashing Fresh Lemon (Fairy)
305,"coconut cream, white musk, clean eucalyptus",male,23,Italy,fresh,Baby Care (Pampers)
306,"ocean breeze, jasmine, tonka bean",female,13,United Kingdom,gentle,Fresh Menthol Shampoo (Head & Shoulders)
307,"lime, smoky spice, rosemary",female,65,UAE,calming,Dishwashing Fresh Lemon (Fairy)
308,"rose petals, mandarin, fresh linen",unisex,23,South Korea,calming,Laundry Fresh (Ariel/Tide)
309,"baby powder, caramel, clean eucalyptus",unisex,62,France,energising,Baby Care (Pampers)
310,"peony, tonka bean, amberwood",unisex,65,Italy,energising,Warm Floral Skin Care (Olay)
311,"mandarin, baby powder, lemongrass",female,53,Sweden,energising,Dishwashing Fresh Lemon (Fairy)
312,"fresh linen, orange peel, caramel",female,22,Spain,sporty,Laundry Fresh (Ariel/Tide)
313,"vetiver, coconut cream, icy mint",unisex,39,Canada,energising,Fresh Menthol Shampoo (Head & Shoulders)
314,"sage, chamomile, amberwood",female,59,India,fresh,Warm Floral Skin Care (Olay)
315,"lemongrass, tonka bean, rose petals",unisex,32,Egypt,sporty,Warm Floral Skin Care (Olay)
316,"clean eucalyptus, lemongrass, lime",unisex,80,Bangladesh,energising,Dishwashing Fresh Lemon (Fairy)
317,"amberwood, sugar musk, powdery floral",female,47,South Africa,fresh,Baby Care (Pampers)
318,"rose petals, fresh linen, caramel",male,54,South Africa,energising,Fresh Menthol Shampoo (Head & Shoulders)
319,"vetiver, basil, peony",female,42,Canada,calming,Warm Floral Skin Care (Olay)
320,"sugar musk, chamomile, sage",female,25,Thailand,warm,Warm Floral Skin Care (Olay)
321,"white musk, lemongrass, ocean breeze",male,36,Canada,energising,Baby Care (Pampers)
322,"baby powder, vanilla, green tea",male,73,India,energising,Baby Care (Pampers)
323,"clean eucalyptus, orchid, mint herb",unisex,57,Pakistan,energising,Fresh Menthol Shampoo (Head & Shoulders)
324,"white musk, icy mint, sugar musk",female,28,Canada,energising,Baby Care (Pampers)
325,"sugar musk, fresh linen, vetiver",female,74,Saudi Arabia,calming,Fresh Menthol Shampoo (Head & Shoulders)
326,"coconut cream, thyme, vetiver",female,17,Turkey,fresh,Men’s Grooming (Gillette)
327,"green tea, white musk, amberwood",female,31,Germany,fresh,Baby Care (Pampers)
328,"icy mint, caramel, basil",male,33,Bangladesh,warm,Fresh Menthol Shampoo (Head & Shoulders)
329,"caramel, mandarin, amberwood",unisex,37,Mexico,warm,Laundry Fresh (Ariel/Tide)
330,"green tea, white musk, bergamot",female,51,United Kingdom,gentle,Laundry Fresh (Ariel/Tide)
331,"orchid, lime, baby powder",female,19,Japan,calming,Dishwashing Fresh Lemon (Fairy)
332,"basil, lime, tonka bean",unisex,70,Vietnam,sporty,Dishwashing Fresh Lemon (Fairy)
333,"white musk, lime, vanilla",male,75,Mexico,fresh,Dishwashing Fresh Lemon (Fairy)
334,"orchid, baby powder, ocean breeze",male,31,Spain,energising,Baby Care (Pampers)
335,"fresh linen, lavender, vetiver",unisex,50,Philippines,energising,Fresh Menthol Shampoo (Head & Shoulders)
336,"vanilla, ocean breeze, powdery floral",male,46,Turkey,gentle,Baby Care (Pampers)
337,"cedarwood, powdery floral, rose petals",unisex,80,Malaysia,sporty,Baby Care (Pampers)
338,"basil, vetiver, bergamot",unisex,20,Sweden,fresh,Laundry Fresh (Ariel/Tide)
339,"thyme, bergamot, soft cotton",unisex,59,India,sporty,Laundry Fresh (Ariel/Tide)
340,"mandarin, green tea, vanilla",male,48,Philippines,energising,Laundry Fresh (Ariel/Tide)
341,"tonka bean, basil, orchid",unisex,22,Australia,warm,Warm Floral Skin Care (Olay)
342,"tonka bean, chamomile, ocean breeze",female,13,Malaysia,fresh,Fresh Menthol Shampoo (Head & Shoulders)
343,"soft cotton, ocean breeze, tonka bean",male,54,Bangladesh,calming,Baby Care (Pampers)
344,"lemon zest, vetiver, rose petals",male,38,Thailand,gentle,Dishwashing Fresh Lemon (Fairy)
345,"powdery floral, orange peel, green tea",unisex,54,Egypt,fresh,Laundry Fresh (Ariel/Tide)
346,"orchid, vanilla, soft cotton",unisex,76,Germany,calming,Baby Care (Pampers)
347,"soft cotton, grapefruit, vanilla",unisex,52,Germany,fresh,Laundry Fresh (Ariel/Tide)
348,"lemongrass, jasmine, smoky spice",male,29,Bangladesh,sporty,Warm Floral Skin Care (Olay)
349,"thyme, vetiver, baby powder",male,73,United States,gentle,Baby Care (Pampers)
350,"basil, orange peel, soft cotton",male,16,Pakistan,warm,Laundry Fresh (Ariel/Tide)
351,"rose petals, smoky spice, clean eucalyptus",unisex,57,Vietnam,gentle,Fresh Menthol Shampoo (Head & Shoulders)
352,"icy mint, cedarwood, white musk",female,70,Thailand,sporty,Baby Care (Pampers)
353,"bergamot, green tea, vanilla",male,36,Italy,energising,Laundry Fresh (Ariel/Tide)
354,"lemon zest, cedarwood, ocean breeze",female,56,UAE,energising,Dishwashing Fresh Lemon (Fairy)
355,"powdery floral, sage, lavender",male,32,Brazil,gentle,Baby Care (Pampers)
356,"grapefruit, ocean breeze, vetiver",male,52,United Kingdom,energising,Laundry Fresh (Ariel/Tide)
357,"baby powder, smoky spice, rosemary",unisex,56,France,calming,Baby Care (Pampers)
358,"amberwood, caramel, jasmine",male,63,Canada,sporty,Warm Floral Skin Care (Olay)
359,"sandalwood, caramel, jasmine",unisex,48,UAE,calming,Warm Floral Skin Care (Olay)
360,"lime, powdery floral, lemongrass",male,39,Brazil,energising,Dishwashing Fresh Lemon (Fairy)
361,"icy mint, soft cotton, tonka bean",female,34,Germany,gentle,Baby Care (Pampers)
362,"tonka bean, lime, clean eucalyptus",male,23,Saudi Arabia,sporty,Dishwashing Fresh Lemon (Fairy)
363,"ocean breeze, caramel, lemon zest",unisex,33,United Kingdom,energising,Dishwashing Fresh Lemon (Fairy)
364,"powdery floral, sandalwood, lime",unisex,20,Japan,sporty,Dishwashing Fresh Lemon (Fairy)
365,"amberwood, orchid, bergamot",unisex,42,Singapore,energising,Laundry Fresh (Ariel/Tide)
366,"mint herb, jasmine, caramel",unisex,17,Bangladesh,gentle,Warm Floral Skin Care (Olay)
367,"cedarwood, thyme, orange peel",unisex,75,New Zealand,fresh,Laundry Fresh (Ariel/Tide)
368,"mandarin, lavender, lemongrass",female,33,South Africa,calming,Dishwashing Fresh Lemon (Fairy)
369,"jasmine, rosemary, mandarin",male,45,Thailand,sporty,Laundry Fresh (Ariel/Tide)
370,"lemon zest, icy mint, soft cotton",male,40,Malaysia,sporty,Dishwashing Fresh Lemon (Fairy)
371,"lemon zest, vetiver, sage",female,22,Germany,energising,Dishwashing Fresh Lemon (Fairy)
372,"peony, rosemary, grapefruit",unisex,66,Egypt,calming,Laundry Fresh (Ariel/Tide)
373,"baby powder, cedarwood, rosemary",female,80,Thailand,calming,Baby Care (Pampers)
374,"mint herb, bergamot, orchid",female,33,India,energising,Laundry Fresh (Ariel/Tide)
375,"coconut cream, green tea, rose petals",male,19,South Korea,warm,Fresh Menthol Shampoo (Head & Shoulders)
376,"sandalwood, coconut cream, peony",unisex,14,Canada,gentle,Warm Floral Skin Care (Olay)
377,"white musk, lemon zest, coconut cream",unisex,49,South Africa,energising,Dishwashing Fresh Lemon (Fairy)
378,"vetiver, mint herb, lavender",male,19,India,energising,Warm Floral Skin Care (Olay)
379,"soft cotton, rosemary, clean eucalyptus",female,72,Nigeria,sporty,Baby Care (Pampers)
380,"chamomile, vanilla, mandarin",unisex,31,Canada,calming,Laundry Fresh (Ariel/Tide)
381,"bergamot, sugar musk, rosemary",female,44,Saudi Arabia,energising,Laundry Fresh (Ariel/Tide)
382,"mandarin, rosemary, vanilla",male,22,Philippines,sporty,Laundry Fresh (Ariel/Tide)
383,"mandarin, sage, amberwood",male,70,Indonesia,calming,Laundry Fresh (Ariel/Tide)
384,"baby powder, lime, jasmine",unisex,73,Egypt,warm,Dishwashing Fresh Lemon (Fairy)
385,"lemongrass, lime, chamomile",male,38,South Africa,sporty,Dishwashing Fresh Lemon (Fairy)
386,"clean eucalyptus, peony, powdery floral",male,62,Spain,energising,Baby Care (Pampers)
387,"clean eucalyptus, lime, rose petals",unisex,34,Vietnam,sporty,Dishwashing Fresh Lemon (Fairy)
388,"smoky spice, sugar musk, lavender",unisex,27,Canada,fresh,Warm Floral Skin Care (Olay)
389,"tonka bean, orange peel, chamomile",unisex,32,Spain,gentle,Laundry Fresh (Ariel/Tide)
390,"grapefruit, amberwood, vanilla",male,30,India,energising,Laundry Fresh (Ariel/Tide)
391,"lemon zest, clean eucalyptus, lavender",male,73,Bangladesh,energising,Dishwashing Fresh Lemon (Fairy)
392,"sandalwood, rose petals, powdery floral",male,78,United Kingdom,calming,Baby Care (Pampers)
393,"grapefruit, baby powder, sugar musk",unisex,22,Spain,energising,Laundry Fresh (Ariel/Tide)
394,"white musk, grapefruit, coconut cream",male,59,New Zealand,sporty,Laundry Fresh (Ariel/Tide)
395,"bergamot, tonka bean, lavender",male,74,France,sporty,Laundry Fresh (Ariel/Tide)
396,"tonka bean, smoky spice, baby powder",male,31,United States,fresh,Baby Care (Pampers)
397,"baby powder, chamomile, mandarin",unisex,27,China,sporty,Laundry Fresh (Ariel/Tide)
398,"soft cotton, rosemary, green tea",female,58,Sweden,calming,Baby Care (Pampers)
399,"peony, soft cotton, bergamot",male,80,Singapore,energising,Laundry Fresh (Ariel/Tide)
400,"mint herb, orange peel, lavender",female,29,Pakistan,warm,Laundry Fresh (Ariel/Tide)
401,"baby powder, jasmine, amberwood",female,43,Singapore,sporty,Baby Care (Pampers)
402,"rosemary, cedarwood, caramel",male,31,United States,calming,Men’s Grooming (Gillette)
403,"coconut cream, vetiver, orange peel",unisex,21,Philippines,gentle,Laundry Fresh (Ariel/Tide)
404,"vetiver, vanilla, rosemary",female,19,Germany,energising,Men’s Grooming (Gillette)
405,"rose petals, vanilla, mandarin",unisex,40,Nigeria,fresh,Laundry Fresh (Ariel/Tide)
406,"vanilla, lemongrass, orchid",male,53,India,warm,Warm Floral Skin Care (Olay)
407,"sugar musk, mandarin, baby powder",female,24,Philippines,gentle,Laundry Fresh (Ariel/Tide)
408,"baby powder, sandalwood, tonka bean",male,44,France,calming,Baby Care (Pampers)
409,"fresh linen, white musk, chamomile",male,26,Vietnam,calming,Baby Care (Pampers)
410,"lemon zest, white musk, vanilla",female,23,Nigeria,warm,Dishwashing Fresh Lemon (Fairy)
411,"green tea, lemongrass, lavender",male,45,Canada,energising,Fresh Menthol Shampoo (Head & Shoulders)
412,"mint herb, lemon zest, peony",female,47,Italy,sporty,Dishwashing Fresh Lemon (Fairy)
413,"smoky spice, basil, grapefruit",female,35,Indonesia,energising,Laundry Fresh (Ariel/Tide)
414,"lemongrass, icy mint, coconut cream",male,31,Malaysia,energising,Fresh Menthol Shampoo (Head & Shoulders)
415,"jasmine, ocean breeze, sandalwood",male,60,Malaysia,warm,Fresh Menthol Shampoo (Head & Shoulders)
416,"lime, icy mint, basil",female,16,Mexico,sporty,Dishwashing Fresh Lemon (Fairy)
417,"sandalwood, thyme, tonka bean",unisex,25,Mexico,fresh,Men’s Grooming (Gillette)
418,"thyme, vanilla, soft cotton",female,14,Brazil,warm,Baby Care (Pampers)
419,"orange peel, mint herb, orchid",female,60,Vietnam,energising,Laundry Fresh (Ariel/Tide)
420,"orchid, mandarin, sage",female,51,Nigeria,calming,Laundry Fresh (Ariel/Tide)
421,"coconut cream, rosemary, vetiver",unisex,27,South Africa,energising,Men’s Grooming (Gillette)
422,"green tea, soft cotton, bergamot",unisex,57,Canada,fresh,Laundry Fresh (Ariel/Tide)
423,"baby powder, sandalwood, rosemary",unisex,56,Canada,warm,Baby Care (Pampers)
424,"chamomile, orange peel, sugar musk",unisex,72,Saudi Arabia,sporty,Laundry Fresh (Ariel/Tide)
425,"fresh linen, rosemary, caramel",female,73,Egypt,warm,Fresh Menthol Shampoo (Head & Shoulders)
426,"sage, bergamot, peony",female,29,South Korea,warm,Laundry Fresh (Ariel/Tide)
427,"lavender, fresh linen, soft cotton",female,48,France,gentle,Baby Care (Pampers)
428,"amberwood, ocean breeze, peony",male,40,Brazil,sporty,Fresh Menthol Shampoo (Head & Shoulders)
429,"powdery floral, sugar musk, orange peel",unisex,44,New Zealand,gentle,Laundry Fresh (Ariel/Tide)
430,"fresh linen, powdery floral, vanilla",male,64,Italy,sporty,Baby Care (Pampers)
431,"lavender, ocean breeze, smoky spice",female,78,United States,warm,Fresh Menthol Shampoo (Head & Shoulders)
432,"white musk, tonka bean, rosemary",male,59,Vietnam,energising,Baby Care (Pampers)
433,"soft cotton, tonka bean, jasmine",male,65,China,energising,Baby Care (Pampers)
434,"baby powder, orchid, bergamot",female,46,India,fresh,Laundry Fresh (Ariel/Tide)
435,"bergamot, clean eucalyptus, baby powder",unisex,38,Malaysia,gentle,Laundry Fresh (Ariel/Tide)
436,"lemongrass, smoky spice, soft cotton",unisex,40,Malaysia,fresh,Baby Care (Pampers)
437,"tonka bean, powdery floral, ocean breeze",male,31,Spain,gentle,Baby Care (Pampers)
438,"bergamot, soft cotton, cedarwood",female,27,Canada,energising,Laundry Fresh (Ariel/Tide)
439,"vetiver, mint herb, lemon zest",unisex,75,Turkey,fresh,Dishwashing Fresh Lemon (Fairy)
440,"peony, sandalwood, baby powder",female,67,United Kingdom,sporty,Baby Care (Pampers)
441,"coconut cream, ocean breeze, sage",male,29,Thailand,fresh,Fresh Menthol Shampoo (Head & Shoulders)
442,"grapefruit, clean eucalyptus, powdery floral",unisex,66,UAE,fresh,Laundry Fresh (Ariel/Tide)
443,"coconut cream, mint herb, rose petals",male,49,Egypt,energising,Warm Floral Skin Care (Olay)
444,"vanilla, orchid, lemongrass",male,61,France,gentle,Warm Floral Skin Care (Olay)
445,"powdery floral, sugar musk, grapefruit",male,22,China,energising,Laundry Fresh (Ariel/Tide)
446,"orchid, cedarwood, mint herb",female,44,Japan,gentle,Warm Floral Skin Care (Olay)
447,"amberwood, clean eucalyptus, rosemary",male,47,France,warm,Fresh Menthol Shampoo (Head & Shoulders)
448,"soft cotton, lemongrass, coconut cream",female,51,Australia,energising,Baby Care (Pampers)
449,"mandarin, lavender, amberwood",female,36,Nigeria,warm,Laundry Fresh (Ariel/Tide)
450,"jasmine, sugar musk, basil",female,73,India,fresh,Warm Floral Skin Care (Olay)
451,"rose petals, icy mint, lime",male,61,Egypt,warm,Dishwashing Fresh Lemon (Fairy)
452,"tonka bean, amberwood, green tea",male,54,Brazil,sporty,Fresh Menthol Shampoo (Head & Shoulders)
453,"icy mint, grapefruit, caramel",female,38,Japan,energising,Laundry Fresh (Ariel/Tide)
454,"baby powder, lemongrass, chamomile",unisex,21,Vietnam,warm,Baby Care (Pampers)
455,"fresh linen, baby powder, coconut cream",unisex,78,UAE,gentle,Baby Care (Pampers)
456,"tonka bean, powdery floral, peony",female,56,Brazil,calming,Baby Care (Pampers)
457,"orchid, sandalwood, clean eucalyptus",female,20,New Zealand,gentle,Fresh Menthol Shampoo (Head & Shoulders)
458,"orchid, coconut cream, white musk",male,44,Singapore,energising,Baby Care (Pampers)
459,"coconut cream, white musk, mandarin",unisex,53,Thailand,sporty,Laundry Fresh (Ariel/Tide)
460,"powdery floral, sugar musk, clean eucalyptus",female,62,Singapore,sporty,Baby Care (Pampers)
461,"powdery floral, mint herb, sandalwood",male,29,Philippines,calming,Baby Care (Pampers)
462,"grapefruit, clean eucalyptus, caramel",unisex,46,Indonesia,warm,Laundry Fresh (Ariel/Tide)
463,"sandalwood, coconut cream, white musk",male,13,Singapore,gentle,Baby Care (Pampers)
464,"lemon zest, sugar musk, icy mint",unisex,26,Turkey,energising,Dishwashing Fresh Lemon (Fairy)
465,"caramel, lavender, smoky spice",female,22,Indonesia,energising,Warm Floral Skin Care (Olay)
466,"vetiver, vanilla, rose petals",unisex,37,Thailand,fresh,Warm Floral Skin Care (Olay)
467,"sugar musk, orchid, rosemary",unisex,69,China,gentle,Warm Floral Skin Care (Olay)
468,"thyme, chamomile, lemon zest",male,13,Malaysia,sporty,Dishwashing Fresh Lemon (Fairy)
469,"chamomile, mandarin, green tea",female,32,Malaysia,gentle,Laundry Fresh (Ariel/Tide)
470,"coconut cream, icy mint, mandarin",unisex,47,Spain,fresh,Laundry Fresh (Ariel/Tide)
471,"icy mint, powdery floral, chamomile",unisex,15,France,gentle,Baby Care (Pampers)
472,"white musk, lemongrass, green tea",male,42,United Kingdom,warm,Baby Care (Pampers)
473,"sandalwood, mint herb, vanilla",unisex,18,Germany,sporty,Men’s Grooming (Gillette)
474,"tonka bean, powdery floral, rose petals",male,57,Thailand,warm,Baby Care (Pampers)
475,"vanilla, clean eucalyptus, powdery floral",unisex,32,Vietnam,gentle,Baby Care (Pampers)
476,"coconut cream, rosemary, orange peel",male,54,Brazil,fresh,Laundry Fresh (Ariel/Tide)
477,"cedarwood, caramel, fresh linen",male,30,Turkey,energising,Fresh Menthol Shampoo (Head & Shoulders)
478,"vetiver, white musk, sugar musk",unisex,35,Pakistan,warm,Baby Care (Pampers)
479,"sandalwood, green tea, sugar musk",male,45,UAE,warm,Fresh Menthol Shampoo (Head & Shoulders)
480,"powdery floral, vetiver, chamomile",female,34,China,energising,Baby Care (Pampers)
481,"white musk, mandarin, basil",male,25,Brazil,sporty,Laundry Fresh (Ariel/Tide)
482,"tonka bean, baby powder, lemon zest",male,74,Nigeria,warm,Dishwashing Fresh Lemon (Fairy)
483,"icy mint, sage, cedarwood",female,24,Philippines,calming,Fresh Menthol Shampoo (Head & Shoulders)
484,"bergamot, soft cotton, peony",female,38,United States,sporty,Laundry Fresh (Ariel/Tide)
485,"amberwood, coconut cream, lime",female,55,Brazil,calming,Dishwashing Fresh Lemon (Fairy)
486,"ocean breeze, rosemary, amberwood",male,57,Thailand,calming,Fresh Menthol Shampoo (Head & Shoulders)
